artist_name,id,track_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
The xx,728zbo72kOoYdGR3AhNsyF,Say Something Loving,I See You,0.627,0.721,0,-7.782,0,0.0304,0.296,6.41e-05,0.231,0.383,130.08,4,69,downtempo dream_pop indietronica,0,"['downtempo', 'dream_pop', 'indietronica']",high,Positive
Bishop Briggs,03HbxaCm8eBHLxbfdRRQ2e,Wild Horses - Acoustic,Wild Horses,0.715,0.259,8,-10.493,1,0.035,0.67,0.0,0.11,0.3,129.924,4,68,modern_alternative_rock modern_rock pop,42,"['modern_alternative_rock', 'modern_rock', 'pop']",high,Positive
Angel Olsen,4ZgRu1DdjHZXrqwKA1YlSr,Never Be Mine,MY WOMAN,0.527,0.622,4,-7.113,1,0.0339,0.196,1.32e-06,0.309,0.506,118.496,4,61,alternative_americana art_pop chamber_psych dream_pop freak_folk indie_pop indie_rock,14,"['alternative_americana', 'art_pop', 'chamber_psych', 'dream_pop', 'freak_folk', 'indie_pop', 'indie_rock']",low,Neutral
Angel Olsen,6zG8ExGPrrmbuli65cZFJG,Give It Up,MY WOMAN,0.483,0.619,4,-6.651,1,0.0331,0.00221,1.31e-06,0.0943,0.467,121.223,4,61,alternative_americana art_pop chamber_psych dream_pop freak_folk indie_pop indie_rock,8,"['alternative_americana', 'art_pop', 'chamber_psych', 'dream_pop', 'freak_folk', 'indie_pop', 'indie_rock']",low,Neutral
✝✝✝ (Crosses),3axgqGqkHevsTI9mQLecD7,Prurient,✝✝✝ (Crosses),0.526,0.894,7,-4.197,1,0.0484,0.00375,0.496,0.0951,0.119,90.0,4,47,alternative_metal electronic_rock,36,"['alternative_metal', 'electronic_rock']",low,Neutral
Broods,5zGc4VrpbQu4ca3ZTebhfE,Free,Conscious,0.608,0.76,7,-3.566,1,0.0546,0.0178,0.0,0.129,0.476,90.012,4,62,art_pop auckland_indie electropop etherpop indie_pop indie_poptimism indietronica metropopolis nz_pop pop pop_rock shimmer_pop tropical_house vapor_soul,46,"['art_pop', 'auckland_indie', 'electropop', 'etherpop', 'indie_pop', 'indie_poptimism', 'indietronica', 'metropopolis', 'nz_pop', 'pop', 'pop_rock', 'shimmer_pop', 'tropical_house', 'vapor_soul']",high,Positive
Cloud Nothings,5b9PdT1iD3rKYkhlIPRCy8,Enter Entirely,Life Without Sound,0.488,0.888,8,-5.711,1,0.052,0.00184,0.59,0.0692,0.365,117.947,4,44,alternative_rock bubblegrunge chillwave cleveland_indie freak_folk indie_punk indie_rock modern_rock noise_pop popgaze,7,"['alternative_rock', 'bubblegrunge', 'chillwave', 'cleveland_indie', 'freak_folk', 'indie_punk', 'indie_rock', 'modern_rock', 'noise_pop', 'popgaze']",high,Neutral
Kings of Leon,4jyZ3I1hYRcOkI8RJhxgCb,Over,WALLS,0.414,0.799,2,-8.253,1,0.0335,0.00199,0.507,0.114,0.283,126.852,4,77,modern_rock rock,52,"['modern_rock', 'rock']",low,Neutral
Sum 41,68pN2UQYhwQgPy7VrCFKuV,In Too Deep,"All Killer, No Filler",0.566,0.835,9,-5.885,1,0.0504,0.000192,0.0,0.0581,0.749,116.041,4,73,alternative_metal canadian_pop_punk canadian_punk nu_metal pop_punk punk rock,0,"['alternative_metal', 'canadian_pop_punk', 'canadian_punk', 'nu_metal', 'pop_punk', 'punk', 'rock']",high,Neutral
Adolescents,1xQE0QHrmJUQweLoMB0ZWC,Amoeba,Adolescents,0.231,0.962,4,-7.341,1,0.0753,7.97e-05,0.00175,0.803,0.534,189.29,4,45,hardcore_punk punk skate_punk thrash_core,56,"['hardcore_punk', 'punk', 'skate_punk', 'thrash_core']",low,Neutral
Arcade Fire,7aIjefMJSpmNVivRcS1unF,I Give You Power,I Give You Power,0.669,0.545,1,-9.232,1,0.106,0.0276,1.06e-05,0.261,0.317,95.605,4,68,alternative_dance alternative_rock baroque_pop canadian_indie indie_pop indie_rock modern_rock new_rave permanent_wave quebec_indie rock stomp_and_holler,0,"['alternative_dance', 'alternative_rock', 'baroque_pop', 'canadian_indie', 'indie_pop', 'indie_rock', 'modern_rock', 'new_rave', 'permanent_wave', 'quebec_indie', 'rock', 'stomp_and_holler']",low,Neutral
Kings of Leon,6qV3OEpN6uFCZnzNSslbn1,Conversation Piece,WALLS,0.425,0.593,4,-7.419,1,0.0241,0.35,0.488,0.216,0.653,170.506,4,77,modern_rock rock,53,"['modern_rock', 'rock']",low,Neutral
Bonobo,2pYvd6cHcAIMAM6xMD6nok,Break Apart,Migration,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,4,67,downtempo electronica jazztronica ninja nu_jazz trip_hop,59,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu_jazz', 'trip_hop']",low,Neutral
John Mayer,0oiCeOPwm4zhwfyIpAE37y,Love on the Weekend,The Search for Everything,0.718,0.583,7,-7.884,1,0.0288,0.623,0.000681,0.0612,0.422,119.971,4,81,neo_mellow pop_rock singer-songwriter,67,"['neo_mellow', 'pop_rock', 'singer-songwriter']",high,Positive
The Black Keys,4Itg0GtVXzHPK48JkKRkmH,Black Door,Magic Potion,0.344,0.673,8,-9.032,1,0.0409,0.813,0.343,0.367,0.423,80.499,4,73,alternative_rock blues_rock garage_rock modern_blues_rock modern_rock punk_blues rock roots_rock,36,"['alternative_rock', 'blues_rock', 'garage_rock', 'modern_blues_rock', 'modern_rock', 'punk_blues', 'rock', 'roots_rock']",high,Negative
Ryan Adams,3GfZdJBB1cAbjSEIj3kraY,To Be Without You,Prisoner,0.633,0.405,10,-10.494,1,0.0336,0.0829,0.324,0.139,0.562,81.074,4,60,alternative_country neo_mellow new_americana pop_rock roots_rock singer-songwriter stomp_and_holler,57,"['alternative_country', 'neo_mellow', 'new_americana', 'pop_rock', 'roots_rock', 'singer-songwriter', 'stomp_and_holler']",low,Neutral
Night Riots,3ti4eDm3s0dGWxQKeJ1OeM,Breaking Free,Love Gloom,0.445,0.875,7,-4.054,1,0.0882,0.0285,1.49e-05,0.271,0.517,166.081,4,47,indie_poptimism modern_alternative_rock modern_rock,43,"['indie_poptimism', 'modern_alternative_rock', 'modern_rock']",high,Positive
Night Riots,6VVd4kRfzBsZqFbvEAjloh,All For You,Love Gloom,0.475,0.881,2,-3.208,1,0.0574,0.0103,2.48e-06,0.0739,0.427,140.912,3,47,indie_poptimism modern_alternative_rock modern_rock,49,"['indie_poptimism', 'modern_alternative_rock', 'modern_rock']",low,Neutral
Built To Spill,6sZHpMj5Y5Ra99W0MJjZMP,Liar,You In Reverse,0.534,0.758,0,-8.163,1,0.027,0.272,0.0894,0.259,0.537,134.883,4,53,alternative_rock anti-folk freak_folk idaho_indie indie_pop indie_rock lo-fi modern_rock stomp_and_holler,27,"['alternative_rock', 'anti-folk', 'freak_folk', 'idaho_indie', 'indie_pop', 'indie_rock', 'lo-fi', 'modern_rock', 'stomp_and_holler']",low,Neutral
The Twilight Sad,0c5QKViNmTWyXJODcruNsr,There's A Girl In The Corner,Nobody Wants To Be Here & Nobody Wants To Leave,0.507,0.666,2,-6.39,0,0.029,0.324,0.928,0.0793,0.331,99.992,4,40,melancholia scottish_indie scottish_rock shoegaze,0,"['melancholia', 'scottish_indie', 'scottish_rock', 'shoegaze']",low,Neutral
Flagship,3L2o3fuMpHQsNHHeqDtGmz,Mexican Jackpot,The Electric Man,0.636,0.68,11,-5.163,1,0.037,0.00756,2.84e-05,0.0918,0.508,114.016,4,25,charlotte_nc_indie,0,['charlotte_nc_indie'],low,Neutral
The Front Bottoms,0xR5ZhiksJK6lMRdI6S2A4,Flashlight,The Front Bottoms,0.429,0.865,9,-3.751,1,0.0625,0.00129,0.0,0.105,0.681,151.043,4,67,asbury_park_indie emo modern_rock new_jersey_indie,0,"['asbury_park_indie', 'emo', 'modern_rock', 'new_jersey_indie']",low,Neutral
Placebo,79DaDiGhVkVQj8c6jmOffI,You Don't Care About Us,Without You I'm Nothing,0.273,0.933,10,-6.599,1,0.0988,7.71e-05,0.763,0.232,0.314,85.194,4,69,alternative_rock britpop modern_rock permanent_wave rock,50,"['alternative_rock', 'britpop', 'modern_rock', 'permanent_wave', 'rock']",low,Neutral
Placebo,7hJ1bp2MzGuNFZF6mfj19Q,Where Is My Mind? - MTV Unplugged,MTV Unplugged,0.576,0.798,2,-8.031,1,0.0765,0.0975,0.000309,0.694,0.331,91.453,4,69,alternative_rock britpop modern_rock permanent_wave rock,0,"['alternative_rock', 'britpop', 'modern_rock', 'permanent_wave', 'rock']",low,Neutral
KAYTRANADA,3JfjHs53c0T33lAN6czdqe,WEIGHT OFF,99.9%,0.651,0.493,0,-6.386,0,0.0453,0.527,0.725,0.123,0.394,80.034,4,73,escape_room indie_soul lgbtq+_hip_hop,0,"['escape_room', 'indie_soul', 'lgbtq+_hip_hop']",low,Neutral
Dashboard Confessional,6I1HRAkeErdwrOJIfRrfIO,Hands Down,"A Mark, A Mission, A Brand, A Scar",0.485,0.82,3,-4.085,1,0.0493,0.015,2.81e-05,0.112,0.219,94.063,4,61,emo neo_mellow pop_punk pop_rock,0,"['emo', 'neo_mellow', 'pop_punk', 'pop_rock']",low,Negative
Third Eye Blind,7GnCfb6wYzg3KyhbJCvOCv,Good For You,Third Eye Blind,0.536,0.635,5,-7.145,1,0.0246,0.00081,0.0,0.0699,0.567,76.599,4,66,alternative_rock neo_mellow pop_rock post-grunge rock,41,"['alternative_rock', 'neo_mellow', 'pop_rock', 'post-grunge', 'rock']",high,Positive
Nada Surf,1QOUzUgsxE88s1oNUtJyHL,Friend Hospital,You Know Who You Are,0.565,0.775,1,-6.095,1,0.0294,0.0325,0.000123,0.114,0.458,117.998,4,50,power_pop,0,['power_pop'],low,Neutral
My Bloody Valentine,52UcjsM15hjCQAUbTW2hy1,Only Shallow,Loveless,0.138,0.691,0,-7.976,1,0.0443,0.000377,0.786,0.0895,0.36,170.342,4,61,alternative_rock dream_pop noise_pop rock shoegaze,57,"['alternative_rock', 'dream_pop', 'noise_pop', 'rock', 'shoegaze']",high,Negative
The Clash,72boGlgSwUK01n44O2tOCv,Lost in the Supermarket,London Calling,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,4,72,classic_rock permanent_wave punk rock,58,"['classic_rock', 'permanent_wave', 'punk', 'rock']",low,Neutral
Hippo Campus,75jHGZkVYcbLDlS1SQkWgz,way it goes,landmark,0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,4,67,indie_pop indie_poptimism minneapolis_indie modern_alternative_rock modern_rock pop_rock,0,"['indie_pop', 'indie_poptimism', 'minneapolis_indie', 'modern_alternative_rock', 'modern_rock', 'pop_rock']",low,Neutral
The Airborne Toxic Event,6M23RkYPbVR91c4iWVNkcl,Changing,All At Once,0.613,0.913,8,-4.26,1,0.0545,0.0186,0.0,0.084,0.641,102.524,4,52,indie_rock la_indie metropopolis modern_alternative_rock modern_rock pop_rock stomp_and_holler,53,"['indie_rock', 'la_indie', 'metropopolis', 'modern_alternative_rock', 'modern_rock', 'pop_rock', 'stomp_and_holler']",low,Neutral
The Airborne Toxic Event,539jh98saoApaX0XpsaRq5,All I Ever Wanted,All At Once,0.354,0.836,0,-3.888,1,0.0497,0.00382,0.0229,0.19,0.235,165.02,4,52,indie_rock la_indie metropopolis modern_alternative_rock modern_rock pop_rock stomp_and_holler,45,"['indie_rock', 'la_indie', 'metropopolis', 'modern_alternative_rock', 'modern_rock', 'pop_rock', 'stomp_and_holler']",low,Neutral
Milky Chance,76g4PHyPEb2oDxB0CwWqjA,Ego,Blossom,0.735,0.787,7,-6.176,1,0.0372,0.0863,3.54e-06,0.0608,0.726,128.015,4,75,german_pop,49,['german_pop'],low,Neutral
Thundercat,4u8031pTkTODbRaDCbx8Yv,Them Changes,The Beyond / Where the Giants Roam,0.787,0.579,10,-8.376,0,0.0581,0.544,0.00148,0.116,0.738,81.68,4,73,afrofuturism indie_soul,42,"['afrofuturism', 'indie_soul']",low,Neutral
Thundercat,2UAMy9T8jWOjRVlQvHOmsn,Friend Zone,Drunk,0.589,0.83,1,-4.961,1,0.0352,0.258,0.00286,0.114,0.24,106.995,4,73,afrofuturism indie_soul,0,"['afrofuturism', 'indie_soul']",low,Neutral
Vinyl Theatre,1J2TJKwwiNqrqAywQMBFNu,My Fault,Origami,0.344,0.698,7,-6.702,1,0.0455,0.00233,3.32e-05,0.45,0.206,151.952,4,47,hopebeat indie_poptimism indie_rockism modern_alternative_rock modern_rock pop_rock,27,"['hopebeat', 'indie_poptimism', 'indie_rockism', 'modern_alternative_rock', 'modern_rock', 'pop_rock']",low,Neutral
David Bowie,6N9PAf91qP6aJIzT8bVoof,Girl Loves Me,Blackstar,0.699,0.579,10,-7.633,0,0.0536,0.28,0.000222,0.285,0.339,137.059,4,80,art_rock classic_rock glam_rock permanent_wave rock,45,"['art_rock', 'classic_rock', 'glam_rock', 'permanent_wave', 'rock']",low,Neutral
Interpol,2xlgLLcGDnvaQXyyjGhRdG,Slow Hands,Antics,0.244,0.974,11,-2.491,0,0.0504,0.000417,0.553,0.368,0.664,141.891,4,66,alternative_dance alternative_rock indie_rock modern_rock new_rave rock,0,"['alternative_dance', 'alternative_rock', 'indie_rock', 'modern_rock', 'new_rave', 'rock']",high,Negative
Real Estate,36PQh1G6h7n9VWB799fXpI,Darling,In Mind,0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,5,57,art_pop chillwave dreamo freak_folk indie_pop indie_rock lo-fi modern_rock new_jersey_indie noise_pop,61,"['art_pop', 'chillwave', 'dreamo', 'freak_folk', 'indie_pop', 'indie_rock', 'lo-fi', 'modern_rock', 'new_jersey_indie', 'noise_pop']",low,Neutral
Unknown Mortal Orchestra,5VarZFY00sO54HErJ3TPCI,So Good At Being in Trouble,II,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,4,67,chillwave indie_rock kiwi_rock neo-psychedelic portland_hip_hop psychedelic_pop,33,"['chillwave', 'indie_rock', 'kiwi_rock', 'neo-psychedelic', 'portland_hip_hop', 'psychedelic_pop']",high,Positive
Lorde,0gbBzIqrECJOEPvQJIBFs5,Green Light,Melodrama,0.616,0.714,9,-7.792,1,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,4,81,art_pop electropop metropopolis nz_pop pop,0,"['art_pop', 'electropop', 'metropopolis', 'nz_pop', 'pop']",high,Positive
Common,1UvHbGEsb66bPueCDFUgJS,Drivin' Me Wild,Finding Forever,0.676,0.952,2,-4.306,0,0.27,0.351,3.66e-06,0.101,0.643,94.952,4,67,alternative_hip_hop chicago_rap conscious_hip_hop gangster_rap hip_hop neo_soul political_hip_hop rap,41,"['alternative_hip_hop', 'chicago_rap', 'conscious_hip_hop', 'gangster_rap', 'hip_hop', 'neo_soul', 'political_hip_hop', 'rap']",high,Positive
Spoon,2rj6Vf9LTjEec7B1ZKmUcg,You Got Yr Cherry Bomb,Ga Ga Ga Ga Ga,0.607,0.724,7,-6.191,1,0.0299,0.241,0.0,0.593,0.804,142.805,4,63,alternative_dance alternative_rock austindie indie_pop indie_rock modern_alternative_rock modern_rock rock,20,"['alternative_dance', 'alternative_rock', 'austindie', 'indie_pop', 'indie_rock', 'modern_alternative_rock', 'modern_rock', 'rock']",low,Neutral
Interpol,2ZBYcZBEjn3Mih9ItJx6jT,NYC,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),0.171,0.753,0,-4.871,1,0.0312,0.0141,0.0481,0.11,0.284,77.76,4,66,alternative_dance alternative_rock indie_rock modern_rock new_rave rock,0,"['alternative_dance', 'alternative_rock', 'indie_rock', 'modern_rock', 'new_rave', 'rock']",low,Neutral
New Order,1c4OpZ2G1MEcEKSknUZjdD,Ceremony - 2015 Remastered Version,Singles,0.306,0.555,0,-9.958,1,0.0312,6.44e-05,0.0917,0.12,0.377,134.815,4,69,art_rock dance_rock madchester new_romantic new_wave new_wave_pop permanent_wave post-punk rock synthpop uk_post-punk,54,"['art_rock', 'dance_rock', 'madchester', 'new_romantic', 'new_wave', 'new_wave_pop', 'permanent_wave', 'post-punk', 'rock', 'synthpop', 'uk_post-punk']",low,Neutral
Lana Del Rey,4xyNG8vZR3g8FnphVkbjRo,Love,Lust For Life,0.325,0.377,10,-10.911,1,0.0345,0.492,0.00314,0.111,0.278,98.87,4,87,art_pop pop,0,"['art_pop', 'pop']",high,Positive
Fleet Foxes,3Q3LbqfjDhWjmyYeirHfDe,Third of May / Ōdaigahara - Edit,Third of May / Ōdaigahara (Edit),0.256,0.513,10,-6.04,0,0.0338,0.0244,0.0028,0.127,0.415,142.293,3,68,folk indie_folk indie_pop indie_rock seattle_indie stomp_and_holler,35,"['folk', 'indie_folk', 'indie_pop', 'indie_rock', 'seattle_indie', 'stomp_and_holler']",low,Neutral
Amy Winehouse,4SyowQi18ym4zJGJDBnsTj,You Know I'm No Good,Back To Black,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4,78,british_soul indie_r&b neo_soul,0,"['british_soul', 'indie_r&b', 'neo_soul']",high,Negative
Zella Day,1jPZgfC9tWFNf7iBGdrTPV,Sweet Ophelia,Kicker,0.573,0.967,4,-3.773,0,0.0521,0.0724,0.000524,0.151,0.168,102.01,4,64,alt_z electropop gauze_pop indie_poptimism pop,54,"['alt_z', 'electropop', 'gauze_pop', 'indie_poptimism', 'pop']",high,Positive
DREAMCAR,4m94RGz3F0bq7FvZlKvn5X,Kill for Candy,DREAMCAR,0.489,0.969,10,-2.667,1,0.0488,0.00044,0.0101,0.288,0.779,160.035,4,28,electronic_rock,33,['electronic_rock'],low,Neutral
Jack Garratt,3b51fabMtwwqPN60d8karQ,The Love You're Given,Phase,0.497,0.479,5,-10.927,0,0.0874,0.237,0.181,0.245,0.0964,80.018,4,53,uk_alternative_pop,0,['uk_alternative_pop'],high,Positive
AFI,3fttmSWGThBQTNkuHMoCTN,Girl's Not Grey,Sing The Sorrow,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836,4,64,emo pop_punk punk screamo skate_punk,62,"['emo', 'pop_punk', 'punk', 'screamo', 'skate_punk']",low,Positive
Feist,0JdKraw5FJpJv0MxK61QET,Pleasure,Pleasure,0.511,0.594,11,-8.132,0,0.0465,0.308,0.00418,0.0344,0.356,121.799,4,63,canadian_indie canadian_pop indie_pop,34,"['canadian_indie', 'canadian_pop', 'indie_pop']",low,Neutral
Broken Social Scene,3Cl35xMXJUEhpPaYBeNUQR,Lover's Spit,You Forgot It In People,0.327,0.585,0,-6.957,1,0.0287,0.00183,0.281,0.0588,0.153,77.537,4,56,alternative_dance alternative_rock baroque_pop canadian_indie canadian_rock chillwave freak_folk indie_pop indie_rock modern_rock stomp_and_holler,57,"['alternative_dance', 'alternative_rock', 'baroque_pop', 'canadian_indie', 'canadian_rock', 'chillwave', 'freak_folk', 'indie_pop', 'indie_rock', 'modern_rock', 'stomp_and_holler']",low,Neutral
Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,Ivy,Blonde,0.567,0.388,9,-9.579,0,0.0384,0.782,0.000309,0.248,0.452,116.362,4,84,alternative_r&b hip_hop lgbtq+_hip_hop neo_soul pop,80,"['alternative_r&b', 'hip_hop', 'lgbtq+_hip_hop', 'neo_soul', 'pop']",low,Neutral
Milky Chance,314J5QSFfddZFfUpFGjfeQ,Cold Blue Rain - Acoustic Version,Blossom,0.577,0.206,7,-14.051,0,0.0395,0.64,6.54e-06,0.143,0.501,82.961,4,75,german_pop,34,['german_pop'],high,Negative
Sufjan Stevens,3tchJ8gDgMdaSxpaLxlr1F,To Be Alone With You,Seven Swans,0.519,0.163,0,-18.131,0,0.0489,0.926,0.751,0.115,0.356,142.116,4,74,baroque_pop chamber_pop freak_folk indie_folk singer-songwriter,26,"['baroque_pop', 'chamber_pop', 'freak_folk', 'indie_folk', 'singer-songwriter']",low,Neutral
The Airborne Toxic Event,2AA2ztVvJ4G8QOMY8S6uuG,A Certain Type of Girl,Songs of God and Whiskey,0.637,0.495,5,-7.96,1,0.0542,0.0735,0.0,0.388,0.76,102.612,4,52,indie_rock la_indie metropopolis modern_alternative_rock modern_rock pop_rock stomp_and_holler,26,"['indie_rock', 'la_indie', 'metropopolis', 'modern_alternative_rock', 'modern_rock', 'pop_rock', 'stomp_and_holler']",high,Positive
The Airborne Toxic Event,5ZyVc23cCY8F7Vw4AEk20P,The Graveyard Near The House,All At Once,0.576,0.312,0,-13.733,0,0.0296,0.692,3.12e-06,0.108,0.399,97.955,4,52,indie_rock la_indie metropopolis modern_alternative_rock modern_rock pop_rock stomp_and_holler,40,"['indie_rock', 'la_indie', 'metropopolis', 'modern_alternative_rock', 'modern_rock', 'pop_rock', 'stomp_and_holler']",high,Positive
Kristin Kontrol,1aJyuLBSzjnv8nByAybneD,Show Me,X-Communicate,0.487,0.841,2,-6.004,1,0.0378,0.00162,0.000372,0.192,0.568,172.063,4,13,metropopolis,0,['metropopolis'],low,Neutral
Iggy Pop,54rL22ium6VKqXYYmiqGcw,Sunday,Post Pop Depression,0.544,0.587,4,-7.906,0,0.0336,0.129,0.734,0.14,0.656,112.328,4,66,alternative_rock classic_rock glam_rock new_wave permanent_wave post-punk protopunk punk rock,32,"['alternative_rock', 'classic_rock', 'glam_rock', 'new_wave', 'permanent_wave', 'post-punk', 'protopunk', 'punk', 'rock']",low,Neutral
Cold Showers,0Xl6wED9M0japQC5Gh2hmb,Crowds,Matter of Choice,0.343,0.855,1,-5.829,0,0.0423,0.00351,0.881,0.0604,0.244,160.974,4,28,dark_post-punk,0,['dark_post-punk'],low,Neutral
Palmas,1041AugHRUItomim5CP2kv,I Want to Know (Your Love),To the Valley,0.444,0.87,9,-5.955,1,0.0526,0.0145,0.642,0.171,0.579,122.004,4,31,unknown,12,['unknown'],high,Positive
The Dig,35IOqeFafpJocc99jrVDZA,Over You Again,Tired Hearts EP,0.459,0.652,1,-8.023,1,0.036,0.0133,0.36,0.134,0.496,158.078,4,40,unknown,17,['unknown'],low,Neutral
Merchandise,0esC11I90ngZYSb0b29aOT,Anxiety's Door,Totale Nite,0.334,0.906,6,-8.707,0,0.0818,1.99e-05,0.255,0.535,0.356,154.916,4,25,garage_psych,3,['garage_psych'],low,Neutral
Phantogram,09eSdS5RTgyodJt3krr5AC,Answer,Three,0.362,0.371,11,-8.383,0,0.0324,0.129,0.0441,0.121,0.107,148.376,5,71,electropop indietronica metropopolis modern_rock,53,"['electropop', 'indietronica', 'metropopolis', 'modern_rock']",low,Neutral
Real Estate,7BT9NNN1mNFU3l3u8hX6MW,Stained Glass,In Mind,0.52,0.849,2,-5.328,1,0.0314,9.54e-05,0.11,0.115,0.794,126.99,4,57,art_pop chillwave dreamo freak_folk indie_pop indie_rock lo-fi modern_rock new_jersey_indie noise_pop,36,"['art_pop', 'chillwave', 'dreamo', 'freak_folk', 'indie_pop', 'indie_rock', 'lo-fi', 'modern_rock', 'new_jersey_indie', 'noise_pop']",low,Neutral
Built To Spill,4Uom1ELJU8GRoGXhS69f4u,Goin’ Against Your Mind,You In Reverse,0.276,0.939,7,-5.962,1,0.146,0.122,0.716,0.0257,0.338,186.129,4,53,alternative_rock anti-folk freak_folk idaho_indie indie_pop indie_rock lo-fi modern_rock stomp_and_holler,28,"['alternative_rock', 'anti-folk', 'freak_folk', 'idaho_indie', 'indie_pop', 'indie_rock', 'lo-fi', 'modern_rock', 'stomp_and_holler']",low,Neutral
Kwesi Foraes,6eTttAOfuEWfGOv6bbfaWw,Pentacle 13,27,0.584,0.473,0,-5.881,1,0.025,0.0189,0.0,0.103,0.0784,129.974,4,0,unknown,0,['unknown'],low,Neutral
Fleet Foxes,1b8Zlu3aMVxEbyeospYPrK,Helplessness Blues,Helplessness Blues,0.325,0.46,8,-7.226,1,0.0335,0.0849,3.6e-06,0.103,0.206,124.864,3,68,folk indie_folk indie_pop indie_rock seattle_indie stomp_and_holler,48,"['folk', 'indie_folk', 'indie_pop', 'indie_rock', 'seattle_indie', 'stomp_and_holler']",low,Neutral
Benjamin Gibbard,23BsnzyFKMoAE9cYULyVyi,You Remind Me of Home,"Home, Vol. 5",0.552,0.374,2,-9.508,1,0.0308,0.53,0.123,0.104,0.515,88.23,4,48,unknown,38,['unknown'],low,Neutral
Spoon,70x1x9NbSJJXkrgvIyyAVX,Hot Thoughts,Hot Thoughts,0.679,0.902,8,-3.627,1,0.0303,0.0484,0.155,0.645,0.493,108.995,4,63,alternative_dance alternative_rock austindie indie_pop indie_rock modern_alternative_rock modern_rock rock,0,"['alternative_dance', 'alternative_rock', 'austindie', 'indie_pop', 'indie_rock', 'modern_alternative_rock', 'modern_rock', 'rock']",high,Positive
The Bluetones,3el4x04xzgIYgezUAflR6t,Sleazy Bed Track - BBC Evening Session 1998,BBC Radio Sessions,0.276,0.555,11,-8.821,0,0.028,0.00257,0.00108,0.282,0.356,147.935,4,44,britpop,40,['britpop'],low,Neutral
Whitney,1CLmFKW99S8eJrebO3GB04,No Woman,Light Upon the Lake,0.581,0.4,2,-8.739,1,0.0291,0.893,0.576,0.161,0.433,112.331,4,59,chicago_indie indie_folk indie_pop indie_rock stomp_and_holler,30,"['chicago_indie', 'indie_folk', 'indie_pop', 'indie_rock', 'stomp_and_holler']",low,Neutral
Vampire Weekend,2JCxAPqEHEEneITkhsyBam,Obvious Bicycle,Modern Vampires of the City,0.472,0.29,9,-12.327,1,0.0957,0.403,0.000115,0.199,0.126,180.098,4,69,baroque_pop indie_rock modern_rock,0,"['baroque_pop', 'indie_rock', 'modern_rock']",high,Neutral
Vampire Weekend,49KVrwFWzaOnbdvwiY6nOW,Cape Cod Kwassa Kwassa,Vampire Weekend,0.853,0.515,2,-7.134,1,0.0418,0.843,0.0652,0.127,0.751,104.999,4,69,baroque_pop indie_rock modern_rock,0,"['baroque_pop', 'indie_rock', 'modern_rock']",low,Neutral
alt-J,0jeJR3LdrC2QJNviq7wjzp,In Cold Blood,RELAXER,0.495,0.745,11,-5.475,0,0.035,0.142,0.000441,0.194,0.589,143.398,4,74,indie_rock modern_rock,56,"['indie_rock', 'modern_rock']",high,Negative
Chelsea Wolfe,0ImjeKKMwhUNJwVe4JXEDy,Feral Love,Pain Is Beauty,0.598,0.48,5,-12.478,0,0.0409,0.0508,0.867,0.089,0.0357,124.007,4,56,doomgaze freak_folk gaian_doom sacramento_indie,49,"['doomgaze', 'freak_folk', 'gaian_doom', 'sacramento_indie']",high,Positive
Chelsea Wolfe,2YFOBRfkZoEw5zEuSFCMb9,The Way We Used To,Unknown Rooms: A Collection of Acoustic Songs,0.261,0.278,2,-15.73,0,0.0418,0.837,0.077,0.107,0.255,179.212,3,56,doomgaze freak_folk gaian_doom sacramento_indie,33,"['doomgaze', 'freak_folk', 'gaian_doom', 'sacramento_indie']",low,Neutral
Plastic Flowers,6vPaHzQsIjEkWE5gFkmEQX,Falling Off,Absent Forever,0.482,0.822,1,-5.794,1,0.0347,0.0806,0.962,0.156,0.334,127.0,4,9,greek_indie shimmer_psych,0,"['greek_indie', 'shimmer_psych']",low,Neutral
Jay Som,1US5sDsfGVTASyDgb4BI30,1 Billion Dogs,Everybody Works,0.294,0.83,5,-4.777,0,0.0443,5.43e-05,0.355,0.22,0.358,75.318,4,51,art_pop bay_area_indie bubblegrunge chillwave indie_pop indie_rock oakland_indie small_room,28,"['art_pop', 'bay_area_indie', 'bubblegrunge', 'chillwave', 'indie_pop', 'indie_rock', 'oakland_indie', 'small_room']",low,Neutral
